mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03209185600280762,0.0016762356464417555,0.0046254158020019535,0.0013895508559115283,0.01,3,100,0.1,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.1}",0.6074074074074075,0.6157407407407408,0.6339622641509434,0.5421383647798742,0.70062893081761,0.6199755415793152,0.05086278645676519,22
0.031237077713012696,0.0012524679029502237,0.0037854671478271484,0.00014256654354616855,0.01,3,100,0.5,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.5}",0.5975308641975309,0.6144179894179893,0.6226415094339623,0.5345911949685533,0.6943396226415095,0.6127042361319089,0.05118183485812947,45
0.03029041290283203,0.0012132263537428386,0.003842926025390625,0.00019152849310510961,0.01,3,100,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 1.0}",0.5901234567901235,0.6223544973544974,0.6245283018867924,0.5276729559748428,0.6792452830188679,0.6087848990050247,0.04964685524122046,65
0.04956121444702148,0.0011703659338346529,0.003686189651489258,0.00011116187949326698,0.01,3,200,0.1,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.1}",0.6135802469135803,0.5833333333333334,0.6528301886792452,0.5452830188679245,0.729559748427673,0.6249173072443513,0.06313247208085401,12
0.05071964263916016,0.0015741128869713487,0.0037222862243652343,5.6668560485890366e-05,0.01,3,200,0.5,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.5}",0.6061728395061728,0.5912698412698412,0.6515723270440251,0.5377358490566038,0.7169811320754716,0.6207463977904228,0.060304840906393695,20
0.04988055229187012,0.0019869406064249653,0.0039631366729736325,0.0003259721242553491,0.01,3,200,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 1.0}",0.6086419753086421,0.6071428571428571,0.6389937106918239,0.5276729559748428,0.7144654088050314,0.6193833815846393,0.06016837594776412,26
0.0731245994567871,0.004667892826777775,0.0039058685302734374,0.00029970239987456656,0.01,3,300,0.1,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.1}",0.6172839506172839,0.5595238095238095,0.6364779874213836,0.5509433962264152,0.7220125786163523,0.6172483444810488,0.061763732543371384,30
0.07153811454772949,0.004317287624025278,0.003966474533081054,0.00019304224535668694,0.01,3,300,0.5,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.5}",0.6098765432098766,0.5701058201058201,0.6276729559748427,0.5559748427672956,0.709433962264151,0.6146128248643972,0.05404319365714054,38
0.07030863761901855,0.002809488256780911,0.003889036178588867,0.00025601641471992347,0.01,3,300,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 1.0}",0.6185185185185186,0.5859788359788359,0.6339622641509435,0.5371069182389937,0.7081761006289308,0.6167485275032445,0.05647655543308224,32
0.1095120906829834,0.003224548006053886,0.0038434505462646485,3.144400312806683e-05,0.01,3,500,0.1,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 500, 'classifier__reg_lambda': 0.1}",0.6209876543209877,0.5912698412698412,0.6566037735849057,0.5333333333333333,0.7270440251572328,0.6258477255332602,0.0647530519524518,11
0.11083002090454101,0.002664183354152159,0.004000425338745117,0.0001075002908328036,0.01,3,500,0.5,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 500, 'classifier__reg_lambda': 0.5}",0.628395061728395,0.582010582010582,0.6477987421383649,0.5220125786163522,0.7069182389937108,0.6174270406974809,0.06230514814426793,29
0.11181583404541015,0.0053663125160019745,0.004288291931152344,0.00045768651709433497,0.01,3,500,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 500, 'classifier__reg_lambda': 1.0}",0.6259259259259259,0.5833333333333334,0.6515723270440252,0.5081761006289308,0.69937106918239,0.6136757512229212,0.06477768652589211,42
0.0575103759765625,0.004376228547010249,0.004119014739990235,0.0005669317808242835,0.01,5,100,0.1,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.1}",0.5969135802469135,0.488095238095238,0.6251572327044025,0.5144654088050314,0.5761006289308176,0.5601464177564807,0.051207214767814146,175
0.05769333839416504,0.0025278743111106826,0.0036830902099609375,7.804937259840655e-05,0.01,5,100,0.5,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.5}",0.5808641975308642,0.48544973544973546,0.5974842767295597,0.5106918238993711,0.5635220125786163,0.5476024092376293,0.04259889013689919,183
