mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.19139609336853028,0.015583771405171106,0.005612802505493164,0.00011176969410631512,0.1,7,100,1.0,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 1.0}",0.8301886792452831,0.7457627118644068,0.8518518518518519,0.8148148148148148,0.78125,0.8047736115552713,0.037413256262823456,22
0.27805027961730955,0.018426160721115824,0.006053352355957031,0.00031293833474446947,0.1,7,200,0.1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.1}",0.8148148148148148,0.7457627118644068,0.8679245283018868,0.8363636363636363,0.78125,0.8092231382689491,0.04248164040919432,15
0.30820231437683104,0.01687304706595983,0.008770751953125,0.005755291377442479,0.1,7,200,1.0,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 1.0}",0.8301886792452831,0.7586206896551724,0.8679245283018868,0.8363636363636363,0.7936507936507936,0.8173496654433545,0.0376693967036689,5
0.3593474864959717,0.013417675064392908,0.010395097732543945,0.005283273303769808,0.1,7,300,0.1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.1}",0.8301886792452831,0.7796610169491526,0.8679245283018868,0.8363636363636363,0.78125,0.8190775721719916,0.03403786092236135,2
0.41843695640563966,0.03023937395953186,0.006698417663574219,0.0006906971570974786,0.1,7,300,1.0,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 1.0}",0.8301886792452831,0.7719298245614035,0.8679245283018868,0.8363636363636363,0.7936507936507936,0.8200114924246007,0.03368489267999625,1
0.10199456214904785,0.002752953147654222,0.005675363540649414,0.0004322994841438549,0.3,3,100,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 0.1}",0.8148148148148148,0.7931034482758621,0.8620689655172413,0.8421052631578947,0.7741935483870968,0.817257208030582,0.031841380715830245,6
0.09863672256469727,0.003860094490370061,0.0054546833038330075,0.0002898392839816484,0.3,3,100,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__reg_lambda': 1.0}",0.8148148148148148,0.7586206896551724,0.8,0.8214285714285714,0.7868852459016393,0.7963498643600395,0.02234407778446057,30
0.15926628112792968,0.009212255091514018,0.005232667922973633,0.00019276118381700308,0.3,3,200,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 0.1}",0.8148148148148148,0.7719298245614035,0.8214285714285714,0.8214285714285714,0.7868852459016393,0.8032974056269999,0.020215900622060967,27
0.17236623764038086,0.005038872443385377,0.005945920944213867,0.00024856689116494255,0.3,3,200,1.0,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__reg_lambda': 1.0}",0.7924528301886793,0.7796610169491526,0.8148148148148148,0.8214285714285714,0.8135593220338984,0.8043833110830232,0.01572949172056363,23
0.2156676769256592,0.02182842538063599,0.0059643745422363285,0.00011812504743599419,0.3,3,300,0.1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 300, 'classifier__reg_lambda': 0.1}",0.8148148148148148,0.7719298245614035,0.8214285714285714,0.8363636363636363,0.7868852459016393,0.8062844186140129,0.023509310490470375,19
